number,street,city,latGold,lonGold,geoapi_id,request_id,lat,long,accuracy,public_place
"KM19,5",ROD RAPOSO TAVARES,SAO PAULO,-23.593369,-46.805486,MapBox,10690,-23.6223753,-46.6887471,0.634444,ROD RAPOSO TAVARES
"KM19,5",ROD RAPOSO TAVARES,SAO PAULO,-23.593369,-46.805486,TomTom,10690,-23.562,-47.0771,13.0497503281,ROD RAPOSO TAVARES
"KM19,5",ROD RAPOSO TAVARES,SAO PAULO,-23.593369,-46.805486,Google,10690,-23.5891658,-46.7924677,,ROD RAPOSO TAVARES
"KM19,5",ROD RAPOSO TAVARES,SAO PAULO,-23.593369,-46.805486,OpenRouteService,10690,-23.570533,-46.663713,0.6,ROD RAPOSO TAVARES
"K 19,5",RODOVIA RAPOSO TAVARES,SAO PAULO,-23.593369,-46.805242,TomTom,10688,-23.57808,-46.79142,13.1222600937,RODOVIA RAPOSO TAVARES
"K 19,5",RODOVIA RAPOSO TAVARES,SAO PAULO,-23.593369,-46.805242,OpenRouteService,10688,-23.570533,-46.663713,0.6,RODOVIA RAPOSO TAVARES
"K 19,5",RODOVIA RAPOSO TAVARES,SAO PAULO,-23.593369,-46.805242,MapBox,10688,-23.590446,-46.798877,0.752346,RODOVIA RAPOSO TAVARES
"K 19,5",RODOVIA RAPOSO TAVARES,SAO PAULO,-23.593369,-46.805242,Google,10688,-23.5891658,-46.7924677,,RODOVIA RAPOSO TAVARES
245,AVENIDA VATICANO,SAO PAULO,-23.602508,-46.795054,TomTom,10691,-23.99684,-48.8825,11.8356332779,AVENIDA VATICANO
245,AVENIDA VATICANO,SAO PAULO,-23.602508,-46.795054,Google,10691,-23.6037361,-46.7957781,,AVENIDA VATICANO
245,AVENIDA VATICANO,SAO PAULO,-23.602508,-46.795054,MapBox,10691,-23.603439,-46.795705,0.787619,AVENIDA VATICANO
245,AVENIDA VATICANO,SAO PAULO,-23.602508,-46.795054,OpenRouteService,10691,-23.603275,-46.795666,0.8,AVENIDA VATICANO
849,NAZIR MIGUEL,SAO PAULO,-23.602663,-46.792922,OpenRouteService,10692,-23.600614,-46.789065,0.8,NAZIR MIGUEL
849,NAZIR MIGUEL,SAO PAULO,-23.602663,-46.792922,TomTom,10692,-23.60118,-46.79008,11.9079704285,NAZIR MIGUEL
849,NAZIR MIGUEL,SAO PAULO,-23.602663,-46.792922,Google,10692,-23.600713,-46.7890422,,NAZIR MIGUEL
849,NAZIR MIGUEL,SAO PAULO,-23.602663,-46.792922,MapBox,10692,-23.600202,-46.789111,0.787619,NAZIR MIGUEL
849,NAZIR MIGUEL,SAO PAULO,-23.602663,-46.792922,Google,10693,-23.600713,-46.7890422,,NAZIR MIGUEL
849,NAZIR MIGUEL,SAO PAULO,-23.602663,-46.792922,TomTom,10693,-23.60118,-46.79008,11.9079704285,NAZIR MIGUEL
849,NAZIR MIGUEL,SAO PAULO,-23.602663,-46.792922,MapBox,10693,-23.600202,-46.789111,0.787619,NAZIR MIGUEL
849,NAZIR MIGUEL,SAO PAULO,-23.602663,-46.792922,OpenRouteService,10693,-23.600614,-46.789065,0.8,NAZIR MIGUEL
SN,NAZIR MIGUEL,SAO PAULO,-23.602658,-46.792912,Google,10694,-23.6024719,-46.7926641,,NAZIR MIGUEL
SN,NAZIR MIGUEL,SAO PAULO,-23.602658,-46.792912,OpenRouteService,10694,-23.696771,-46.63983,0.8,NAZIR MIGUEL
SN,NAZIR MIGUEL,SAO PAULO,-23.602658,-46.792912,TomTom,10694,-23.60245,-46.79262,10.3078556061,NAZIR MIGUEL
SN,NAZIR MIGUEL,SAO PAULO,-23.602658,-46.792912,MapBox,10694,-23.6009585,-46.7903708780882,0.724127,NAZIR MIGUEL
SN,NAZIR MIGUEL,SAO PAULO,-23.602658,-46.792912,MapBox,10695,-23.6009585,-46.7903708780882,0.724127,NAZIR MIGUEL
SN,NAZIR MIGUEL,SAO PAULO,-23.602658,-46.792912,OpenRouteService,10695,-23.696771,-46.63983,0.8,NAZIR MIGUEL
SN,NAZIR MIGUEL,SAO PAULO,-23.602658,-46.792912,TomTom,10695,-23.60245,-46.79262,10.3078556061,NAZIR MIGUEL
SN,NAZIR MIGUEL,SAO PAULO,-23.602658,-46.792912,Google,10695,-23.6024719,-46.7926641,,NAZIR MIGUEL
       282,VITAL DE FRESCAROLO,SAO PAULO,-23.601165,-46.792855,OpenRouteService,10696,-20.489613,-47.42802,1.0,VITAL DE FRESCAROLO
       282,VITAL DE FRESCAROLO,SAO PAULO,-23.601165,-46.792855,Google,10696,-23.60098,-46.7927146,,VITAL DE FRESCAROLO
       282,VITAL DE FRESCAROLO,SAO PAULO,-23.601165,-46.792855,MapBox,10696,-23.6011429,-46.7926624,0.678889,VITAL DE FRESCAROLO
490,RUA INACIO CERVANTES,SAO PAULO,-23.594231,-46.797388,OpenRouteService,10697,-23.595005,-46.7976,0.8,RUA INACIO CERVANTES
490,RUA INACIO CERVANTES,SAO PAULO,-23.594231,-46.797388,TomTom,10697,-23.59435,-46.79744,14.1170272827,RUA INACIO CERVANTES
490,RUA INACIO CERVANTES,SAO PAULO,-23.594231,-46.797388,MapBox,10697,-23.594359,-46.79739,0.795556,RUA INACIO CERVANTES
490,RUA INACIO CERVANTES,SAO PAULO,-23.594231,-46.797388,Google,10697,-23.5944471,-46.7980759,,RUA INACIO CERVANTES
480,RUA INACIO CERVANTES,SAO PAULO,-23.594171,-46.797362,MapBox,10698,-23.594359,-46.79739,0.795556,RUA INACIO CERVANTES
480,RUA INACIO CERVANTES,SAO PAULO,-23.594171,-46.797362,TomTom,10698,-23.59426,-46.7974,14.1170272827,RUA INACIO CERVANTES
480,RUA INACIO CERVANTES,SAO PAULO,-23.594171,-46.797362,Google,10698,-23.5943051,-46.7976878,,RUA INACIO CERVANTES
480,RUA INACIO CERVANTES,SAO PAULO,-23.594171,-46.797362,OpenRouteService,10698,-23.595005,-46.7976,0.8,RUA INACIO CERVANTES
117,SAMUEL DAVID,SAO PAULO,-23.600485,-46.796567,MapBox,10699,-23.600167,-46.7957094,0.670952,SAMUEL DAVID
117,SAMUEL DAVID,SAO PAULO,-23.600485,-46.796567,TomTom,10699,-23.60053,-46.79677,12.0475168228,SAMUEL DAVID
117,SAMUEL DAVID,SAO PAULO,-23.600485,-46.796567,OpenRouteService,10699,-23.600383,-46.796415,0.8,SAMUEL DAVID
117,SAMUEL DAVID,SAO PAULO,-23.600485,-46.796567,Google,10699,-23.6005671,-46.7966479,,SAMUEL DAVID
        48,SANTIAGO FERRER,SAO PAULO,-23.599334,-46.796756,Google,10700,-23.5992833,-46.7967728,,SANTIAGO FERRER
        48,SANTIAGO FERRER,SAO PAULO,-23.599334,-46.796756,MapBox,10700,-23.6005288,-46.7993694,0.724127,SANTIAGO FERRER
        48,SANTIAGO FERRER,SAO PAULO,-23.599334,-46.796756,OpenRouteService,10700,-23.570533,-46.663713,0.6,SANTIAGO FERRER
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,OpenRouteService,10701,-23.570533,-46.663713,0.6,SINFONIA MILITAR TRAV H
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,MapBox,10701,-23.5180465,-46.3837852,0.628889,SINFONIA MILITAR TRAV H
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,Google,10701,-23.8071743,-46.7658991,,SINFONIA MILITAR TRAV H
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,TomTom,10701,-21.15936,-47.80725,12.6762943268,SINFONIA MILITAR TRAV H
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,TomTom,10702,-23.83921,-46.7368,14.1170272827,RUA BENJAMIM DIEMAR
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,MapBox,10702,-23.839478,-46.734139,0.795556,RUA BENJAMIM DIEMAR
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,Google,10702,-23.8396012,-46.7344921,,RUA BENJAMIM DIEMAR
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,OpenRouteService,10702,-23.570533,-46.663713,0.6,RUA BENJAMIM DIEMAR
47,RUA CARMELIA T RAIMONDI,SAO PAULO,-23.84435,-46.732962,MapBox,10703,-23.557122,-46.6862713,0.651204,RUA CARMELIA T RAIMONDI
47,RUA CARMELIA T RAIMONDI,SAO PAULO,-23.84435,-46.732962,TomTom,10703,-23.74009,-46.68072,14.9615764618,RUA CARMELIA T RAIMONDI
47,RUA CARMELIA T RAIMONDI,SAO PAULO,-23.84435,-46.732962,OpenRouteService,10703,-23.570533,-46.663713,0.6,RUA CARMELIA T RAIMONDI
47,RUA CARMELIA T RAIMONDI,SAO PAULO,-23.84435,-46.732962,Google,10703,-23.5888544,-46.793853,,RUA CARMELIA T RAIMONDI
110,CONSTANTINO BRUNO DI BARTOLOMEU,SAO PAULO,-23.82749,-46.736256,OpenRouteService,10704,-23.570533,-46.663713,0.6,CONSTANTINO BRUNO DI BARTOLOMEU
110,CONSTANTINO BRUNO DI BARTOLOMEU,SAO PAULO,-23.82749,-46.736256,TomTom,10704,-23.8273,-46.73613,14.6572637558,CONSTANTINO BRUNO DI BARTOLOMEU
110,CONSTANTINO BRUNO DI BARTOLOMEU,SAO PAULO,-23.82749,-46.736256,MapBox,10704,-23.5197491,-46.3983992,0.604198,CONSTANTINO BRUNO DI BARTOLOMEU
110,CONSTANTINO BRUNO DI BARTOLOMEU,SAO PAULO,-23.82749,-46.736256,Google,10704,-23.8273467,-46.73645020000001,,CONSTANTINO BRUNO DI BARTOLOMEU
210,ESTRADA DE PARELHEIROS KM,SAO PAULO,-23.826643,-46.732384,MapBox,10705,-23.7486011,-46.7121954,0.645556,ESTRADA DE PARELHEIROS KM
210,ESTRADA DE PARELHEIROS KM,SAO PAULO,-23.826643,-46.732384,OpenRouteService,10705,-23.570533,-46.663713,0.6,ESTRADA DE PARELHEIROS KM
210,ESTRADA DE PARELHEIROS KM,SAO PAULO,-23.826643,-46.732384,TomTom,10705,-23.77559,-46.72185,12.1487960815,ESTRADA DE PARELHEIROS KM
210,ESTRADA DE PARELHEIROS KM,SAO PAULO,-23.826643,-46.732384,Google,10705,-23.5263466,-46.5829197,,ESTRADA DE PARELHEIROS KM
33,RUA PEDRO ROSCHEL,SAO PAULO,-23.82693,-46.730473,OpenRouteService,10706,-23.827108,-46.730807,0.8,RUA PEDRO ROSCHEL
33,RUA PEDRO ROSCHEL,SAO PAULO,-23.82693,-46.730473,MapBox,10706,-23.8274093,-46.731534,0.74,RUA PEDRO ROSCHEL
33,RUA PEDRO ROSCHEL,SAO PAULO,-23.82693,-46.730473,Google,10706,-23.8267436,-46.7302151,,RUA PEDRO ROSCHEL
33,RUA PEDRO ROSCHEL,SAO PAULO,-23.82693,-46.730473,TomTom,10706,-23.82664,-46.73037,14.1170272827,RUA PEDRO ROSCHEL
101,GENTIL SCHUNCK ROSCHEL,SAO PAULO,-23.828882,-46.727362,MapBox,10707,-23.830734,-46.727515,0.795556,GENTIL SCHUNCK ROSCHEL
101,GENTIL SCHUNCK ROSCHEL,SAO PAULO,-23.828882,-46.727362,OpenRouteService,10707,-23.827108,-46.730807,0.8,GENTIL SCHUNCK ROSCHEL
101,GENTIL SCHUNCK ROSCHEL,SAO PAULO,-23.828882,-46.727362,Google,10707,-23.829497,-46.7273529,,GENTIL SCHUNCK ROSCHEL
101,GENTIL SCHUNCK ROSCHEL,SAO PAULO,-23.828882,-46.727362,TomTom,10707,-23.82891,-46.72735,14.0464134216,GENTIL SCHUNCK ROSCHEL
79,GENTIL SCHUNCK ROSCHEL,SAO PAULO,-23.828712,-46.727349,MapBox,10708,-23.829198,-46.727316,0.795556,GENTIL SCHUNCK ROSCHEL
79,GENTIL SCHUNCK ROSCHEL,SAO PAULO,-23.828712,-46.727349,OpenRouteService,10708,-23.827108,-46.730807,0.8,GENTIL SCHUNCK ROSCHEL
79,GENTIL SCHUNCK ROSCHEL,SAO PAULO,-23.828712,-46.727349,Google,10708,-23.8287584,-46.72730079999999,,GENTIL SCHUNCK ROSCHEL
79,GENTIL SCHUNCK ROSCHEL,SAO PAULO,-23.828712,-46.727349,TomTom,10708,-23.82872,-46.72733,14.0464134216,GENTIL SCHUNCK ROSCHEL
1414,RUA JUSA DO,SAO PAULO,-23.821185,-46.749788,MapBox,10709,-23.821902,-46.751595,0.74,RUA JUSA DO
1414,RUA JUSA DO,SAO PAULO,-23.821185,-46.749788,Google,10709,-23.8221976,-46.7553091,,RUA JUSA DO
1414,RUA JUSA DO,SAO PAULO,-23.821185,-46.749788,OpenRouteService,10709,-23.570533,-46.663713,0.6,RUA JUSA DO
1414,RUA JUSA DO,SAO PAULO,-23.821185,-46.749788,TomTom,10709,-23.82202,-46.75161,13.2865018845,RUA JUSA DO
57,RUA JOSE MENDES NETO,SAO PAULO,-23.811653,-46.737742,MapBox,10710,-23.94013,-47.047651,0.656667,RUA JOSE MENDES NETO
57,RUA JOSE MENDES NETO,SAO PAULO,-23.811653,-46.737742,OpenRouteService,10710,-23.570533,-46.663713,0.6,RUA JOSE MENDES NETO
57,RUA JOSE MENDES NETO,SAO PAULO,-23.811653,-46.737742,Google,10710,-23.8116719,-46.7376502,,RUA JOSE MENDES NETO
57,RUA JOSE MENDES NETO,SAO PAULO,-23.811653,-46.737742,TomTom,10710,-23.81137,-46.73709,16.4244728088,RUA JOSE MENDES NETO
80,JOSE VILA BUSQUETS,SAO PAULO,-23.806665,-46.738748,TomTom,10711,-23.80783,-46.7388,14.0464134216,JOSE VILA BUSQUETS
80,JOSE VILA BUSQUETS,SAO PAULO,-23.806665,-46.738748,OpenRouteService,10711,-23.809242,-46.738572,0.8,JOSE VILA BUSQUETS
80,JOSE VILA BUSQUETS,SAO PAULO,-23.806665,-46.738748,Google,10711,-23.8117768,-46.7389716,,JOSE VILA BUSQUETS
80,JOSE VILA BUSQUETS,SAO PAULO,-23.806665,-46.738748,MapBox,10711,-23.811824,-46.738622,0.795556,JOSE VILA BUSQUETS
30,RUA ANTONIO MARCONDES BOETA,SAO PAULO,-23.808421,-46.735812,TomTom,10712,-23.80758,-46.7274,16.2342300415,RUA ANTONIO MARCONDES BOETA
30,RUA ANTONIO MARCONDES BOETA,SAO PAULO,-23.808421,-46.735812,OpenRouteService,10712,-23.806869,-46.73426,0.8,RUA ANTONIO MARCONDES BOETA
30,RUA ANTONIO MARCONDES BOETA,SAO PAULO,-23.808421,-46.735812,Google,10712,-23.8087095,-46.7357231,,RUA ANTONIO MARCONDES BOETA
30,RUA ANTONIO MARCONDES BOETA,SAO PAULO,-23.808421,-46.735812,MapBox,10712,-23.808543,-46.735284,0.801728,RUA ANTONIO MARCONDES BOETA
550,AMERICO COXA,SAO PAULO,-23.817135,-46.732434,TomTom,10713,-23.8188,-46.73055,10.3078556061,AMERICO COXA
550,AMERICO COXA,SAO PAULO,-23.817135,-46.732434,MapBox,10713,-23.8176518,-46.73309755,0.724127,AMERICO COXA
550,AMERICO COXA,SAO PAULO,-23.817135,-46.732434,OpenRouteService,10713,-20.489613,-47.42802,1.0,AMERICO COXA
550,AMERICO COXA,SAO PAULO,-23.817135,-46.732434,Google,10713,-23.818826,-46.7305402,,AMERICO COXA
S/N,RUA AMERICO COXA,SAO PAULO,-23.818806,-46.730409,MapBox,10714,-23.8176518,-46.73309755,0.702963,RUA AMERICO COXA
S/N,RUA AMERICO COXA,SAO PAULO,-23.818806,-46.730409,TomTom,10714,-23.8188,-46.73055,14.4365930557,RUA AMERICO COXA
S/N,RUA AMERICO COXA,SAO PAULO,-23.818806,-46.730409,OpenRouteService,10714,-23.818751,-46.730151,0.8,RUA AMERICO COXA
S/N,RUA AMERICO COXA,SAO PAULO,-23.818806,-46.730409,Google,10714,-23.8187407,-46.7303605,,RUA AMERICO COXA
10,RUA AMARO ALVES DO ROSARIO,SAO PAULO,-23.813611,-46.734151,Google,10715,-23.8014625,-46.7117997,,RUA AMARO ALVES DO ROSARIO
10,RUA AMARO ALVES DO ROSARIO,SAO PAULO,-23.813611,-46.734151,TomTom,10715,-23.81435,-46.73487,18.3111057281,RUA AMARO ALVES DO ROSARIO
10,RUA AMARO ALVES DO ROSARIO,SAO PAULO,-23.813611,-46.734151,OpenRouteService,10715,-23.811441,-46.724614,0.8,RUA AMARO ALVES DO ROSARIO
10,RUA AMARO ALVES DO ROSARIO,SAO PAULO,-23.813611,-46.734151,MapBox,10715,-23.811544,-46.731608,0.806667,RUA AMARO ALVES DO ROSARIO
10,RUA AMARO ALVES DO ROSARIO,SAO PAULO,-23.813611,-46.734151,OpenRouteService,10716,-23.811441,-46.724614,0.8,RUA AMARO ALVES DO ROSARIO
10,RUA AMARO ALVES DO ROSARIO,SAO PAULO,-23.813611,-46.734151,MapBox,10716,-23.811544,-46.731608,0.806667,RUA AMARO ALVES DO ROSARIO
10,RUA AMARO ALVES DO ROSARIO,SAO PAULO,-23.813611,-46.734151,TomTom,10716,-23.81435,-46.73487,18.3111057281,RUA AMARO ALVES DO ROSARIO
10,RUA AMARO ALVES DO ROSARIO,SAO PAULO,-23.813611,-46.734151,Google,10716,-23.8014625,-46.7117997,,RUA AMARO ALVES DO ROSARIO
29,RUA LUIZ PINELLI,SAO PAULO,-23.806875,-46.734946,MapBox,10717,-23.80845,-46.7357395,0.74,RUA LUIZ PINELLI
29,RUA LUIZ PINELLI,SAO PAULO,-23.806875,-46.734946,OpenRouteService,10717,-23.804338,-46.734734,0.8,RUA LUIZ PINELLI
29,RUA LUIZ PINELLI,SAO PAULO,-23.806875,-46.734946,TomTom,10717,-23.80659,-46.73497,14.1170272827,RUA LUIZ PINELLI
29,RUA LUIZ PINELLI,SAO PAULO,-23.806875,-46.734946,Google,10717,-23.8069351,-46.7349815,,RUA LUIZ PINELLI
128,RUA JACOB ROSCHEL CHRISTE,SAO PAULO,-23.80539,-46.737866,MapBox,10718,-23.8099131,-46.7398108,0.752346,RUA JACOB ROSCHEL CHRISTE
128,RUA JACOB ROSCHEL CHRISTE,SAO PAULO,-23.80539,-46.737866,OpenRouteService,10718,-23.806959,-46.739199,0.8,RUA JACOB ROSCHEL CHRISTE
128,RUA JACOB ROSCHEL CHRISTE,SAO PAULO,-23.80539,-46.737866,Google,10718,-23.8055148,-46.7379871,,RUA JACOB ROSCHEL CHRISTE
128,RUA JACOB ROSCHEL CHRISTE,SAO PAULO,-23.80539,-46.737866,TomTom,10718,-23.8057,-46.73839,14.742562294,RUA JACOB ROSCHEL CHRISTE
        57,CAROLINA REIMBERG,SAO PAULO,-23.802807,-46.735851,OpenRouteService,10719,-23.570533,-46.663713,0.6,CAROLINA REIMBERG
        57,CAROLINA REIMBERG,SAO PAULO,-23.802807,-46.735851,Google,10719,-23.8033263,-46.73586479999999,,CAROLINA REIMBERG
        57,CAROLINA REIMBERG,SAO PAULO,-23.802807,-46.735851,MapBox,10719,-23.8038415,-46.7350089,0.724127,CAROLINA REIMBERG
SN,MARCELO BERNARDINI,SAO PAULO,-23.797382,-46.736283,Google,10720,-23.7970785,-46.7356098,,MARCELO BERNARDINI
SN,MARCELO BERNARDINI,SAO PAULO,-23.797382,-46.736283,OpenRouteService,10720,-23.798917,-46.736131,0.8,MARCELO BERNARDINI
SN,MARCELO BERNARDINI,SAO PAULO,-23.797382,-46.736283,TomTom,10720,-23.7972,-46.73609,10.3078556061,MARCELO BERNARDINI
SN,MARCELO BERNARDINI,SAO PAULO,-23.797382,-46.736283,MapBox,10720,-23.7971955,-46.7360836,0.724127,MARCELO BERNARDINI
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,OpenRouteService,10721,-20.489613,-47.42802,1.0,CARLOS JORGE SCHMIDT
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,MapBox,10721,-23.7947329,-46.7365687983899,0.74,CARLOS JORGE SCHMIDT
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,Google,10721,-23.7920152,-46.7348308,,CARLOS JORGE SCHMIDT
149,RUA VIRGINIA MODESTO,SAO PAULO,-23.792214,-46.733197,Google,10722,-23.7923762,-46.7329638,,RUA VIRGINIA MODESTO
149,RUA VIRGINIA MODESTO,SAO PAULO,-23.792214,-46.733197,MapBox,10722,-23.792333,-46.732992,0.795556,RUA VIRGINIA MODESTO
149,RUA VIRGINIA MODESTO,SAO PAULO,-23.792214,-46.733197,OpenRouteService,10722,-23.792334,-46.732992,0.8,RUA VIRGINIA MODESTO
149,RUA VIRGINIA MODESTO,SAO PAULO,-23.792214,-46.733197,TomTom,10722,-23.79224,-46.73202,14.2824602127,RUA VIRGINIA MODESTO
18,PROJETADA,SAO PAULO,-23.792839,-46.731302,Google,10723,-23.5557714,-46.6395571,,PROJETADA
18,PROJETADA,SAO PAULO,-23.792839,-46.731302,TomTom,10723,-23.6106,-46.45553,9.6567392349,PROJETADA
18,PROJETADA,SAO PAULO,-23.792839,-46.731302,OpenRouteService,10723,-23.570533,-46.663713,0.6,PROJETADA
18,PROJETADA,SAO PAULO,-23.792839,-46.731302,MapBox,10723,-23.610381,-46.455998,0.777037,PROJETADA
146,RUA JOSE ROSCHEL RODRIGUES,SAO PAULO,-23.792241,-46.731646,MapBox,10724,-23.791901,-46.732148,0.801728,RUA JOSE ROSCHEL RODRIGUES
146,RUA JOSE ROSCHEL RODRIGUES,SAO PAULO,-23.792241,-46.731646,OpenRouteService,10724,-23.791753,-46.732283,0.8,RUA JOSE ROSCHEL RODRIGUES
146,RUA JOSE ROSCHEL RODRIGUES,SAO PAULO,-23.792241,-46.731646,Google,10724,-23.7919347,-46.7321478,,RUA JOSE ROSCHEL RODRIGUES
146,RUA JOSE ROSCHEL RODRIGUES,SAO PAULO,-23.792241,-46.731646,TomTom,10724,-23.77598,-46.72924,16.2342300415,RUA JOSE ROSCHEL RODRIGUES
7150,SADAMU INOUE,SAO PAULO,-23.791671,-46.727326,MapBox,10725,-23.8279435,-46.7310605,0.670952,SADAMU INOUE
7150,SADAMU INOUE,SAO PAULO,-23.791671,-46.727326,OpenRouteService,10725,-23.837806,-46.694748,0.8,SADAMU INOUE
7150,SADAMU INOUE,SAO PAULO,-23.791671,-46.727326,Google,10725,-23.8280899,-46.7312565,,SADAMU INOUE
7150,SADAMU INOUE,SAO PAULO,-23.791671,-46.727326,TomTom,10725,-23.7989,-46.73115,10.3078556061,SADAMU INOUE
1860,RUA AMERICO TURINI,SAO PAULO,-23.746562,-46.786838,MapBox,10727,-23.7433862,-46.7837087,0.74,RUA AMERICO TURINI
1860,RUA AMERICO TURINI,SAO PAULO,-23.746562,-46.786838,Google,10727,-23.7424536,-46.78277079999999,,RUA AMERICO TURINI
1860,RUA AMERICO TURINI,SAO PAULO,-23.746562,-46.786838,TomTom,10727,-23.74404,-46.78477,12.5686864853,RUA AMERICO TURINI
1860,RUA AMERICO TURINI,SAO PAULO,-23.746562,-46.786838,OpenRouteService,10727,-23.570533,-46.663713,0.6,RUA AMERICO TURINI
2000,AGATINO DE ESPARTA,SAO PAULO,-23.749139,-46.781145,OpenRouteService,10729,-23.749138,-46.781191,1.0,AGATINO DE ESPARTA
2000,AGATINO DE ESPARTA,SAO PAULO,-23.749139,-46.781145,MapBox,10729,-23.750083,-46.7820055,0.74,AGATINO DE ESPARTA
2000,AGATINO DE ESPARTA,SAO PAULO,-23.749139,-46.781145,TomTom,10729,-23.74858,-46.78046,14.2179908752,AGATINO DE ESPARTA
2000,AGATINO DE ESPARTA,SAO PAULO,-23.749139,-46.781145,Google,10729,-23.7484066,-46.7806231,,AGATINO DE ESPARTA
601,RUA RENE CASTERA,SAO PAULO,-23.750653,-46.776956,MapBox,10730,-23.750406,-46.777105,0.795556,RUA RENE CASTERA
601,RUA RENE CASTERA,SAO PAULO,-23.750653,-46.776956,OpenRouteService,10730,-23.570533,-46.663713,0.6,RUA RENE CASTERA
601,RUA RENE CASTERA,SAO PAULO,-23.750653,-46.776956,Google,10730,-23.7504289,-46.7768354,,RUA RENE CASTERA
601,RUA RENE CASTERA,SAO PAULO,-23.750653,-46.776956,TomTom,10730,-23.7491,-46.77716,12.5686864853,RUA RENE CASTERA
561,RENE CASTERA,SAO PAULO,-23.750653,-46.776956,TomTom,10731,-23.7491,-46.77716,10.3078556061,RENE CASTERA
561,RENE CASTERA,SAO PAULO,-23.750653,-46.776956,Google,10731,-23.7501483,-46.7757297,,RENE CASTERA
561,RENE CASTERA,SAO PAULO,-23.750653,-46.776956,MapBox,10731,-23.750422,-46.7771,0.787619,RENE CASTERA
561,RENE CASTERA,SAO PAULO,-23.750653,-46.776956,OpenRouteService,10731,-23.53255,-46.399603,1.0,RENE CASTERA
       333,RENE CASTERA,SAO PAULO,-23.750505,-46.776942,OpenRouteService,10732,-23.53255,-46.399603,1.0,RENE CASTERA
       333,RENE CASTERA,SAO PAULO,-23.750505,-46.776942,MapBox,10732,-23.750512,-46.777074,0.787619,RENE CASTERA
       333,RENE CASTERA,SAO PAULO,-23.750505,-46.776942,Google,10732,-23.7485644,-46.7768354,,RENE CASTERA
25,RUA AGATINO DE ESPARTA,SAO PAULO,-23.746896,-46.779578,Google,10733,-23.7468314,-46.7795095,,RUA AGATINO DE ESPARTA
25,RUA AGATINO DE ESPARTA,SAO PAULO,-23.746896,-46.779578,OpenRouteService,10733,-23.749138,-46.781191,0.8,RUA AGATINO DE ESPARTA
25,RUA AGATINO DE ESPARTA,SAO PAULO,-23.746896,-46.779578,TomTom,10733,-23.74671,-46.77954,16.2411193848,RUA AGATINO DE ESPARTA
25,RUA AGATINO DE ESPARTA,SAO PAULO,-23.746896,-46.779578,MapBox,10733,-23.750083,-46.7820055,0.752346,RUA AGATINO DE ESPARTA
9,AGATINO DE ESPARTA,SAO PAULO,-23.74684,-46.779544,MapBox,10734,-23.750083,-46.7820055,0.74,AGATINO DE ESPARTA
9,AGATINO DE ESPARTA,SAO PAULO,-23.74684,-46.779544,Google,10734,-23.7465983,-46.7794599,,AGATINO DE ESPARTA
9,AGATINO DE ESPARTA,SAO PAULO,-23.74684,-46.779544,OpenRouteService,10734,-23.570533,-46.663713,0.6,AGATINO DE ESPARTA
9,AGATINO DE ESPARTA,SAO PAULO,-23.74684,-46.779544,TomTom,10734,-23.74747,-46.78048,14.2179908752,AGATINO DE ESPARTA
1,ALCATO,SAO PAULO,-23.735962,-46.790014,Google,10735,-23.7361844,-46.78958730000001,,ALCATO
1,ALCATO,SAO PAULO,-23.735962,-46.790014,OpenRouteService,10735,-23.570533,-46.663713,0.6,ALCATO
1,ALCATO,SAO PAULO,-23.735962,-46.790014,TomTom,10735,-23.73581,-46.78994,9.5177793503,ALCATO
1,ALCATO,SAO PAULO,-23.735962,-46.790014,MapBox,10735,-23.736697,-46.792703,0.71963,ALCATO
80,TRAVESSA MAGONDI,SAO PAULO,-23.736138,-46.789573,TomTom,10736,-23.73589,-46.78962,12.0913391113,TRAVESSA MAGONDI
80,TRAVESSA MAGONDI,SAO PAULO,-23.736138,-46.789573,Google,10736,-23.7358959,-46.7895198,,TRAVESSA MAGONDI
80,TRAVESSA MAGONDI,SAO PAULO,-23.736138,-46.789573,OpenRouteService,10736,-23.735661,-46.789404,0.8,TRAVESSA MAGONDI
80,TRAVESSA MAGONDI,SAO PAULO,-23.736138,-46.789573,MapBox,10736,-23.736382,-46.789353,0.787619,TRAVESSA MAGONDI
     10606,M BOI MIRIM,SAO PAULO,-23.73449,-46.78778,MapBox,10737,-23.72197415,-46.78518585,0.74,M BOI MIRIM
     10606,M BOI MIRIM,SAO PAULO,-23.73449,-46.78778,OpenRouteService,10737,-20.489613,-47.42802,1.0,M BOI MIRIM
